,review,sentiment
24631,"Dr. Marnie Bannister (Magda Konopka) is a horribly disfigured woman. When one of her colleagues discovers a rejuvenation formula, Marnie sees it as her opportunity to become beautiful. When she's denied the drug because of possible side effects, she kills her colleague to get what she wants. The drug works and she becomes beautiful. But the formula brings out the worst in her and it's not long before she's left a string of bodies behind her.<br /><br />Have you ever heard the expression ""as exciting as watching paint dry""? That pretty much sums up Satanik. During the film, one of the characters utters the line, ""Something so horrible, it's inconceivable."" I wasn't sure if he was talking about something in movie or the movie itself. I'm really disappointed because I had high hopes for this one. Satanik had possibilities, but they're never realized. At every opportunity, the plot has Marnie do the dullest things imaginable. The writing is horrible. And part of the problem is Magda Konopka. She's not that appealing and cannot carry the film on her own.<br /><br />Another big problem with Satanik is the direction and editing. It's a mess. We see things and places that have no bearing on anything in the movie. The camera lingers on shots too long after the scene is over. I can't think of a single shot that would call anything but unoriginal. This group of filmmakers exhibits little in the way of imagination or talent.<br /><br />I may not be familiar with the Italian comic on which Satanik is supposedly based, but I'm sure it's got to be better than this.",negative
4001,"When, oh, when will someone like Anchor Bay or Blue Underground release this on widescreen DVD??? Le Orme, which I only know because of my rare/vintage video collecting habit, is a film in my collection that I would not only sit through, but actually enjoy watching. The fact that Klaus Kinski is top billed, but is only in small parts of the film, means little to me. (Though several comments expressed disappointment in his rather limited screen time.) I cannot say that this is a good horror film, a good mystery, a sci-fi epic or anything of that nature. It is simply unclassifiable in the ""genre"" sense of things. It is more like a confusing, frightening (though not particularly violent or bloody) dream, filled with great visuals and mystery. It relies on visuals and emotion, much like Bava's ""Lisa and the Devil"". Both films are beautiful in almost every sense, but almost impossible to describe in a logical manner; they both occur in such a dream-like atmosphere. Don't be deterred by Force Video's synopsis on the back cover. It is infinitely more complex and intriguing than that. Though Force Video's release from 1986 (the only one in the US, that I know of) is cropped to full-screen on tape, even in that format it is still great. Releasing it remastered and/or letterboxed would make it magnificent (hint, hint... DVD companies).",positive
36611,"Every once in a while, an indie comes along that has an awesome cast and a story that sounds really interesting and can't-miss, but the movie sucks. Some recent films belonging to this unfortunate category are ""Levity"" and ""The Safety Of Objects"", and now here's ""The United States Of Leland"".<br /><br />Said awesome cast includes Ryan Gosling, Kevin Spacey, Don Cheadle, Jena Malone, Lena Olin, Michelle Williams, Chris Klein, and Kerry Washington. Gosling plays Leland P. Fitzgerald, the teenage son of a famous author (Spacey) who commits a disturbing and unforgivable crime (murdering a retarded child), but doesn't remember it and doesn't seem to have any sort of motive. <br /><br />Don Cheadle plays a teacher in juvenile hall who is trying to understand Leland (and also exploit him by writing a book about him), and Jena Malone is his ex-girlfriend. We see their deteriorating relationship (due to her heroin addiction) in flashback. Sounds like an awesome little drama, huh? I thought so, too. <br /><br />The fact is that this movie is just badly, badly written. The dialogue and narration are painfully pretentious and laden with irritating platitudes about ""life"", the characters are all two-dimensional indie cliches, and while it does manage to make Leland sympathetic in some ways, it glosses over his crime. <br /><br />For the most part, there's no problem with the acting. Gosling (who was Oscar-worthy in ""The Believer"") is a tremendously talented young actor, but the way they're written, none of these characters (least of all Leland) even feel like real people, so there's not much he can do but mumble his ridiculous lines and look sad. <br /><br />Jena Malone is the most memorable. She has one of the most expressive faces I've ever seen. Even playing an underwritten character in a bad movie like this, she can break your heart with one look. When she's got good material to work with (as in ""Donnie Darko"" or ""The Dangerous Lives Of Altar Boys""), she's really amazing. <br /><br />But this is not good material. Maybe after a massive rewrite it could have been something worthwhile, but as it is, ""The United States Of Leland"" is ponderous, inert, and for a movie that seems in love with how ""deep"" it is, it's really shallow.",negative
36207,"If this is classed as 'real life' of London, then the producers must be on different planet.<br /><br />It is the most depressing, suicidal, dark, dingy, dross on TV.<br /><br />Everyone is fighting, everything has nasty under tones running through it, nothing is done for genuine reasons.<br /><br />If you want a real life picture of people in London or the UK, then this programme is by the farthest from reality.<br /><br />There is not one good word I can say about this programme. The only certainty is that will be a great big fight over Christmas dinner.<br /><br />Even the characters are totally unbelievable!",negative
12021,"Brilliant Biographic FILM..<br /><br />Well this certainly is one of my very fav. Biographic movie. This movie came as a Total Surprise to me. I had been avoiding this movie for a very very Long time. Now that was because I am not a fan of Jamie Foxx. I still am not a Big Fan of him But I sure am a FAN now.<br /><br />Well He deserved every BIT of that Oscar. His performance is one of the BEST performances I have seen in a Long Long time. He is truly Sensational!<br /><br />Well the narration, or the Flow of the story is Brilliant for a Biographical movie. I am a DRAMA fan so I wasn't bored at all.<br /><br />I was way too much surprised to have being liking the movie so much that I did not see any flaws in the movie. I think there isn't any flaw in the movie. Maybe some Events errors But hey who Cares?<br /><br />The performance by the woman who plays ray's Mother was also really GOOD. And well Kerry Washington  she has so much Potential.. if given the right role She might just be the Next Oscar winner.<br /><br />Well the Story of them movie was so EMOTIONAL so TOUCHING.. I Cried I Cried very Badly<br /><br />I don't give a damn if the things were mad- up or not cuz this movie mad me cry And that's a lot for me!<br /><br />All in all a SUPERB FILM. One of the very best of this century!<br /><br />10/10",positive
15827,"Horrendous pillaging of a classic.<br /><br />It wasn't written convincingly at all why Mary should develop such sympathy for Bates. He may be more stable until they start playing pranks with him, but he still doesn't help himself at all with his actions. (inviting a comparative stranger to stay alone with him in his until recently disused motel; telling the attractive young girl of his past mental issues; lying about the knives, etc... ) This, in addition to her previous knowledge should have kept Mary extremely wary of him, but this somehow doesn't happen just so they can play the 'mistaken-identity-murder-game later on. Which in itself is also ridiculous: 'So-and-so is the real killer - plus her as well - also him! There were too many contrived twists in order to slap a story on screen when the narrative didn't need extending.<br /><br />It was good to see Perkins reprising his famous role again, but that's about the only small pleasure to be had. It's definitely not a patch on Hitchcock, and if you have no intention of even trying to get close then you shouldn't be bothering at all.",negative
37118,"let's face it, you know what to expect when you tune into a post 1990 Corey Feldman film, there are probably boobs, guns and cars. saying that, there is more to this movie than just naked ladies (i'm sorry to say), cos it's mainly people getting themselves killed in a variety of unusual, and as the name suggests, often 'mystical' ways. I love crappy horror, and i love this film. If you don't, you probably wont. but i think it's worth most people giving it a go, it's not so crappy that it'll ruin your weekend or anything. All in all, if its mindless good fun, a bit of corpse loving, and an 80's childhood superstar your in the mood for, then you've come to the right place. its a cracker!!!!",positive
2646,"GOOD: Technomusic accompanying medieval swordplay. Also, the movie looks sleeker than most b-movies, but let's face it: Quake or Doom has more atmosphere.<br /><br />BAD: Unintelligent plot, no acting and totally unbelievable universe. I am usually able to see the potential of even very bad movies; heck, I love a good B-movie like ""Split Second"" and the likes. But this one has has nothing but boredom and cliché to offer... Totally predictable from start to end. Oh, and I forgot the lousy special effects, they look more like an old Playstation game than anything out of myth! The use of a classic poem to sell this sucker offends me!<br /><br />CONCLUSION: Quite simply boring. If you want to see Lara Croft, buy the game, it's way sexier!",negative
33041,"Clean family oriented movie. I laughed, I cried...I loved it. I was worried I wouldn't be able to see Steve Carrell as anything but goofy Michael from The Office. Boy, was I wrong. He should win an Oscar for his performance. I will definitely buy this on DVD when it comes out. My husband enjoyed it and he isn't into movies of this ""type"". I saw it with 2 other couples in the 30 year old range and we all agreed it was the best movie we had seen in a LONG time and certainly the cleanest. Only 1 cuss word! Not even sure why it was PG13. I would highly recommend this movie to anyone who likes comedy, drama, romance and more!",positive
38183,"Even die hard John Wayne fans will have to concede that this film is a mess. Wayne's character, John Tobin is after the gang that killed his parents, led by half Apache, half white renegade Pandro Zanti (Earl Dwire), posing as a Mexican. <br /><br />There are almost too many silly plot points to count, but those that stand out include Sheriff Williams (Jack Rockwell) cuffing a captured Zanti around his boot, so all Zanti has to do to get free is remove his boot! Tobin's friend Dusty (George pre-Gabby Hayes) takes a thrown knife in the back, and comes back good as new for the rest of the story. In a chase scene, Tobin rides a makeshift log flume through a drainage trough surrounded by log walls in the middle of a desert, and missing his mark, chases (actually walks after) Zanti on foot through the desert. Zanti seeks relief and drinks from a pool of water, but OOPS!, he didn't see the sign above the waterhole that states ""Don't Drink Poison"". As Zanti collapses dead, Tobin resumes his chase after the remainder of the gang, and captures the whole lot by blowing up a rock wall that seals a secret passage into Dusty's cabin - how convenient.<br /><br />In the closing scene, the new Sheriff Tobin is seen on the phone talking to the new Mrs. Tobin (Sheila Terry), Dusty's daughter Ruby, who earlier in the film was a kidnap target of Zanti's gang. Apparently, the studio was intent on Wayne's getting the girl in virtually every film they made with him, as this type of ending is completely predictable for almost all of Lone Star's films.",negative
49701,"This is probably the worst film I have ever seen. Mike Myers tries to be a dramatic actor and fails miserably. The children, who have the major roles, are almost impossible to understand and are really unpleasant characters. It was not even worth the price of the rental.",negative
24423,"This movie and several other movies from the 1950s with a religious overtone, such as The Robe, Quo Vadis, and Samson and Delilah, unfortunately depict all pagans or anybody who isn't a Jew or Christian as morally depraved and decadent. The focus is only on biblical-related stories that ignore the world outside the Bible. As far as they are concerned, nothing good came from pagan Egypt, Greece or Rome.<br /><br />Any movie that preaches about the ""one true god"" gives a short shift to freedom of religion. The movies ignore the fact that ancient Judea's lack of religious freedom made it a fertile ground for religious extremism. Most 1950s religious movies also overlook the loss of freedom the occurred after Christians assumed political power in the 4th century.",negative
26773,"""Son of the Mask"" is a terrible excuse of a movie. I went to see this with my friend and I still wish we had seen ""Because of Winn-Dixie"" instead. I must say that it is partially my fault, as I agreed to go see it with him. Being a fan of the first ""Mask"" movie (Jim Carrey was hilarious) I had hoped it wasn't as bad as all of the critics said it was.<br /><br />Ten minutes into the movie I knew it was headed for disaster. Disgusting and pointless attempts at being funny got little seven and eight year old children shrieking with laughter, but the rest of us were left staring at the screen in disbelief.<br /><br />Finding the movie as repulsive and unfunny as I did is surprising to even me, as I loved ""Scary Movie"" and ""Anchorman"", two films which many people I know found crude and offensive. But the thing is, ""Son of the Mask"" is not funny unless you're under the age of ten.<br /><br />The film features lots of CGI in it, but it cannot save this piece of rubbish. Whoever allowed this movie to make it to the big screen was probably thinking it had potential, considering the success of its original. Unfortunately, it has none of the laughs, fun, or excitement of the first, creating a mockery of the original movie. I recommend renting the original ""Mask"" to anyone who is thinking about seeing this one. 1 star out of 10 is generous to this awful mess.",negative
6487,"NOBODY (1999) is a fantastic piece of Japanese noir. It's about three salarymen who get in way over their heads when their innocent, drunken cheapshots p*** off three OTHER guys one night in a bar. When these three mysterious strangers, who are up to much more deviant no-goodness than even the film allows us to know, beat the living daylights out of one of our ""heroes"", the trio decides to return the favour in kind - only they accidentally KILL one of the other guys! The remaining two baddies then begin the systematic destruction of everything these poor schmoes hold dear, including their fast-dwindling sanity. Phaedra Video's DVD sleeve features a critic quote calling the film ""A paranoid street crime freakout!"" or some such, and the term more than applies here. Brooding, tense, very violent and low-key (but still pretty slick), shot largely at night with many deliberately vague moments and character motivations that keep the audience guessing right along with the besieged protagonists (who, to some degree, deserve everything they get!). I give it a 10.",positive
25061,"""Imperium Nero"" is the second movie of the series of six productions named ""Imperium"". I have already unfavorably commented the first one: ""Imperium Augustus"". This second TV movie produced and broadcast last weekend by the Italian state owned network has the same defects. In addition contains a considerable number of historical errors. Some examples: Nero is a child and Agrippina calls him: ""Nero, Nero"". At that time is name was Claudius. He was named Nero after his adoption. Nero did not meet Acte when he was young as in the movie but after his marriage with Octavia and his nomination to Emperor. When becoming Emperor his sons where not adults: Britannicus is one month old and Octavia one year old. And many many more. If you are fond of ancient roman history you can find yourselves other examples. ""Imperium"" series will continue with four more movies : ""Titus"", ""Marcus Aurelius"",""Costantinus"" and""The Fall of the Roman Empire"". Finally!",negative
25905,"I went to see this movie at the theater and paid money thinking it would be at least mildly entertaining. The only thing I enjoyed about it was when Robin Williams crashes into the car at the bottom of the hill, and the end, when he seems to get killed. Glenn Close was obnoxious, and she obviously did not seem old enough to be Garp's mother. A mother like Garp's would have had her kids taken away by the Department of Children and Families. <br /><br />Robin Williams and his glazed donut look of benign goodness is just too sweet and smarmy for me. He has two roles he can play: Funny person or sad, tragic, good-hearted victim. See the Fisher King, Good Morning Vietnam, and all of his so-called ""dramatic"" roles. It is always the same performance. Put them all together into one long mini-series. Glenn Close is always a cold fish. Remember Fatal Attraction? Would you have an affair with her even on your worst day and if you were single? Did you feel any sparks between her and Michael Douglas?? Have you ever seen Glenn Close warm up any screen?? John Lithgow had the only interesting role. This was back in the day when he used to play serial killers and bad guys, so seeing him as a transsexual was at least funny. Garp is made for all those people who love to see movies about sick, abnormal, dysfunctional people and then claim it is beautiful and profound.",negative
17462,"I watched this movie to see the direction one of the most promising young talents in movies was going. Unfortunately, with this movie, Leelee Sobieski has chosen a path not only well worn, but completely free of any meaningful destination. This movie used every hackneyed trick in the book to leave the screen, tap you on the shoulder and politely ask if it can have your heartstrings so that it may give them a good tug. Romance can be done well, and when it is, the viewer is left feeling the love portrayed on screen. During the emotional climax of this movie, I laughed. Heartily. To save you the time and money, I would suggest, instead of seeing this movie, you have a meal of Karo syrup and Velveeta. It's about the same.",negative
38522,"one of the best and most inspirational movies about a different culture I've seen in years. tragic and touching. worth the watch. maybe a few times. We all know how brutal children can be. I know from my own and my brothers experiences as children and this movie hit the nail on the head. perfectly! The Kite running is amazing and I need to do research on the validity of that event. even though It is done in cgi it is still amazing and very interesting. to maneuver a kite like that with a single string seems impossible but they make it believable. anyway this movie has many twists and turns that are, I'm sure to many, probably easy to figure out but they hit me before I could. which makes a great movie for me! when you figure out the whole movie in the first 10 minutes it kind of ruins it. but this one does it so smoothly that it's hard to guess it even when it happens...I'm a guy and I don't mind saying that the tears were flowing at more than one point in this movie.",positive
45359,"Great story, great music. A heartwarming love story that's beautiful to watch and delightful to listen to. Too bad there is no soundtrack CD.",positive
43387,"Reading some of the comments on the message boards here I was expecting this movie to be a complete letdown - but when I watched it I could not stop laughing! It has officially become my new favourite movie.<br /><br />I don't know what all the hate here is about, maybe it's because a movie of this kind has never really been around before. I am at a loss to name another completely female driven comedy. Plenty of comedies will have one or two actresses in the lead, but there will be a lot of supporting male characters. This one was almost ALL women - with the exception of Seth Meyers, Justin Hartley and the brief appearance of Will Arnett - and it worked. All of the actresses delivered very funny performances (especially Missi Pyle) from a quirky and lovable script.<br /><br />The charm of this film, to me, seems to be in its subtle feminist message: accepting who you are, female success in the public sphere, the strength of female friendships and breaking gender roles. Light-hearted though it is, each of the lead characters face a challenge as their attempts to be more 'fun' conflict with their feminist values and who they knew themselves to be.<br /><br />Missi Pyle proposed that this film missed a theatrical release because of its all-female cast and lack of a big-name actor to get the studios behind it, and I have to agree. Everyone I've recommended this film to has loved it and I think it's a shame that a comedy celebrating female dorkiness hasn't been widely accepted and successful.<br /><br />I highly recommend this film to anyone with an open mind or a love of female-centred comedy.",positive
2976,"""Witchery"" might just be the most incoherent and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried.",negative
45631,"Out of the many films I've seen, Tommy Boy is a rare film where I can watch it over and over and it's still funny. David Spade and the late Chris Farley do their best in this film and is a must-see by anyone who's a fan of the Spade-Farley duo.",positive
514,"First, let me just comment on what I liked about the movie. The special effects were fantastic, and very rarely did I feel like I was watching a video game. There, that is the last nice thing I have to say about this film. In fact, I would just like everyone reading this to take note that I can't even put into words how hard it was for me to write this review without swearing. <br /><br />I have innumerable complaints about the film, but four major complaints jump to mind. My first major complaint has to do with the incredible cheesiness of the ""plot twist"" (if you can call it that since most people probably saw it coming a mile away) where Lois's 5 year-old son turns out to be the super-powered child of Superman. When the crying super-child throws a piano at Lex's henchman to save his mother, I almost got up and left the theater. Singer could have made a much better Superman movie without resorting to cheap gimmicks like a seemingly fragile but latently super-powered illegitimate child. It's been 5 days since I saw the movie and I still want to vomit. <br /><br />My next major complaint has to do with the fact that Superman lifts a continent made out of kryptonite up into outer space. It doesn't take comic book guy from the Simpsons to point out what's wrong with that. I don't know how many comic books Brian Singer has read, but when Superman is exposed to even a small amount of kryptonite he barely has the strength to stay on his feet. Whoever had the idea to have him fly a large island made out of his greatest weakness into space has no business being associated with any Superman-related projects ever again. The concept is as ridiculous as making a Dracula movie where the title character has a stake through his heart and still manages to fly a spaceship made out of garlic into the sun. Why not just have Superman eat kryptonite? He can eat it and then brush his teeth with it, and then go to sleep in kryptonite pajamas. That's not any more absurd then having him hoist a continent of kryptonite into space and then fall powerless through the atmosphere without burning up in re-entry or splattering all over central park when he hits the ground. <br /><br />My third major complaint has to do with the fact that Singer slaps movie-goers across the face with religious symbolism the entire movie. I have to take issue with his characterization of Superman as the only son of a God-like Jor-el sent to Earth to be a savior. Jor-el wasn't all-wise, he was just a scientist. And he didn't send his son to earth to be a savior, he threw him in a rocket and hurriedly fired it into space because his planet was about to explode. I'll buy the Christ allegory if Brian Singer can show me the part in the Bible where God sends Christ to Earth because Heaven was about to explode, and then radioactive pieces of Heaven become Christ's primary weakness. Furthermore, the ""crucifixion"" scene where Luthor stabs Superman in the side with a kryptonite ""spear"" just makes me want to slam my face into a brick until I'm too brain-dead to notice the brazenly obvious and inappropriate symbolism that will be tainting the man of steel for the foreseeable future. They might as well rename this movie ""Superman Returns: the Passion of the Christ.""<br /><br />And speaking of Luthor, my last major complaint has to do with Singer's depiction of Lex Luthor. Lex Luthor is a shrewd, cold-hearted business tycoon who is more apt to run for President (which he does in the comics) than try to destroy the world. The man wants money and power; he wants to be in charge, not wreck everything. Yet the Luthor we see Superman Returns, as well as all the previous Superman movies, is a wacky theatrical dunce who comes up with zany schemes to destroy the world. If Singer had the slightest loyalty to the characters instead of the (quite awful) previous Superman movies, this film might not be such an unbearable travesty. Maybe Singer's next project can be a Batman movie where he focuses on the interpretation of Batman from 1960s TV show. ZAM! WHAP! POW!!<br /><br />To summarize, I don't know what I hate more, the movie itself or the fact that so many people seem to be giving it good reviews. Everyone is entitled to their opinion, but if you don't hate this movie then your opinion is wrong. I sincerely encourage anyone who reads this not to see this movie if you haven't already. Don't see it, don't buy it when it comes out on DVD, don't rent it...basically don't contribute any money towards it in any way. This movie does not deserve to make any money. In fact, I think that for every person that sees this movie, Bryan Singer should be fined 45 billion dollars. If you're a Superman fan and you really want to see this movie, just bend over and have someone kick you in the balls and you'll get the same experience without having to waste 2 hours of your time.",negative
3800,"THE RAP, the book this movie was 'based' on was one of the most difficult books I've ever read. Yet I could not put it down. Raunchy, crude, foul, lewd...you name it, it had it. It also had some of the best characterizations of any novel I've ever read.<br /><br />Well, as for the flick...it was deplorable. I mean, Tim Mcintire as Wasco? Wasco was the baddest mutha...talking 'bout WASCO...Mcintire as Wasco is like casting Tim Conway as Charles Manson.<br /><br />What happened to the MAIN character in the book? Little Arv. He doesn't even exist in the movie...Fast Walking WAS NOT the main dude in the book. Why even name credit this thing with THE RAP? None of the spirit, atmosphere, nastiness, or drama of the book was captured in this movie.<br /><br />For me it was not only a disappointment, but a total waste of time and celluloid.",negative
6978,"'Ray' lives on<br /><br />Ray Dir- Taylor Hackford Cast- Jamie Foxx, Kerry Washington, Regina King, Clifton Powell, Curtis Armstrong and Sharon Warren. Written by- Taylor Hackford and James L. White. Rating- ***<br /><br />""Hit the road Jack, and don't come backno more, no more, no more, NO MORE!"" Who would've thought that this immortal line that has almost become a remedial mantra for broken relationships in popular culture was conceived over a lovers' brawl! Ray Charles was a genius. And if there was one thing that he knew, breathed and lived for; it was music. So in a lifetime that comprised acute poverty, a desperate struggle with darkness, guilt, drugs and painful affairs; Ray still found moments when inspiration hit him out of nowhere and words and notes took their own shape to form an instant eternal classic! <br /><br />There are some lives that deserve to be transformed on the silver screen. Ray Charles's life was one of them. It almost comes as a shock to learn that this project had no studio-backing until it was completed! And that backing probably came after the initial screenings where Jamie Foxx's performance was lauded and predicted as a surefire Oscar winner in hushed voices. Jamie Foxx as Ray almost convinces us that it is indeed Ray Charles performing on screen and not an actor impersonating! From the crooked all-knowing smile to the bent gait of not so much a handicapped but a man dancing through his demons, Foxx captures every essence of the actual Ray Charles. Ray was a complicated man. He never demanded sympathy and very rarely showed it himself. An astute businessman, he ensured his success at any cost, sometimes at the price of losing his loved ones. He never apologized for his philandering ways and always maintained that he loved his family, which we are convinced he did. He liked sex; it was as simple as that! But beneath all, there also existed a Ray that was afraid of darkness. Imagine the horrors of a blind man afraid of darkness! His fear was because of his guilt. Ray was convinced that he was the reason for his brother's death, and his whole life was spent trying to redeem himself. Ray was a maverick who fused gospel with jazz, an unheard blasphemous practice in the 50's. But his intentions weren't to instigate. He was simply practicing the only way he knew of getting close to God!<br /><br />It is hard to capture such an eventful life as that of Ray, and that is perhaps where the movie fails. We are never really allowed to get close to Ray as a person. We know him only as much as we see him. His relationships, especially with Margie Hendricks(Regina King), aren't explored in detail. And the script barely passes over Della Bea(Kerry Washington), Ray's wife, who everyone knows was a rock by his side. And the biggest blunder of all is the rushed, almost abrupt climax. It's as if the director suddenly realized he was out of stock and called for a pack-up! Nonetheless, 'Ray' is definitely recommended for a flawless performance from Jamie Foxx and an able stellar ensemble. The songs and age create a sense of nostalgia, and we get a genuine feeling that the film is made with sincerity. <br /><br />- Abhishek Bandekar<br /><br />Note- 'Ray' is nominated in six categories at this year's Academy Awards, including Best Picture, Best Director and Best Actor(Jamie Foxx).<br /><br />Rating- ***<br /><br />* Poor ** Average *** Good **** Very Good ***** Excellent<br /><br />19th February, 2005",positive
21836,"Anatomie (Anatomy) is an entertaining and engaging film that falls short of delivering the discomfort that should be connected with the films subject matter. The idea of ethical ignorance in the medical science world is one that pushes the viewer towards discomfort, and the realism of the institutions ('Heidelberg') and the special effects make it a not-entirely easy film to watch.<br /><br />However, the characters, the script, and the gloss of the film all seem too familiar with the Scream movies that repopularised this sort of genre. Sadly, then, whilst the subject is one to care about, the viewer is presented with another movie full of college student characters that we don't really get a chance to care about, unresolved subplots, and hammy stage-killings that have been reinventing themselves since the memorable Drew Barrymore opening scene in Scream several years back.<br /><br />Steven Ruzowillzky makes a fair effort of the script and the direction, but pushes no boundaries other than the general theme. Whilst we are presented with an entertaining film with some reasonable performances, we are unfortunately left with the old feeling: nothing is wrong with this film, but nothing is extraordinary either.<br /><br />An entertaining film, and an interesting chance to see how foreign filmmakers have been influenced by the post-scream 'horror' culture. 6 out of 10",positive
37922,"Yeah I watched this mini series with My Mom and dad as a kid. It was one of the few mini series that my 9 year old mind actually could follow. I recall it was very well done, and didn't necessarily have the feel of the typical crap mini series. It was more or less an original concept that really grabbed your attention. I would recommend this miniseries to anyone who is a fan of history and plot twists. Although most twists in this movie are either spelled out or predictable, it is still worth the time. I haven't checked to see if you can get it through netflix yet however. I would imagine not. They should play it on the history channel or something.",positive
47072,The only thing remarkable about this movie? is that all the actors could bomb at the same time. Idiocy. I want my money back...and I got it free from the library. Sheesh. I would rather chew on tin fool and shave my head with a cheese grater then watch this again.,negative
25588,"Back when I was working person, I remember having a really obnoxious client to deal with who insisted on making everything on a personal basis. I was telling him things that my agency could do and could not do and he firmly believed I was personally out to do him out of what was rightfully his. I swear but I was thinking of this guy as I watched John Malkovich and Clint Eastwood in their battle of wits.<br /><br />In The Line Of Fire casts Clint Eastwood as a veteran Secret Service Agent who was on the job in Dallas as a young man when John F. Kennedy was assassinated. He's had his doubts ever since and been given to drink and his life at one time was a real shambles. He's gotten back on the White House detail now and when a potential assassin's landlady rats on her tenant to the Secret Service, it's Eastwood and partner Dylan McDermott who draw the case.<br /><br />But the assassin is no ordinary crank case. He's a professional at his job, trained by and used by the Central Intelligence Agency. John Malkovich earned a deserved Academy Award nomination for Best Supporting Actor. He lost that year to Tommy Lee Jones for The Fugitive and I'm not sure, but that I thought Malkovich was better.<br /><br />Oddly enough Malkovich might have been better off, but he saw Eastwood as the agent in charge breaking into his apartment while on the job and he insisted on making the whole thing personal. He calls Eastwood throughout the film and taunts him. And after a while what Malkovich says and does causes Clint to get real personal. <br /><br />The presidential assassins we've had in our history have been lucky amateurs, unless you believe in some of the conspiracy theories about some of the assassinations. A guy like Malkovich, a professional with a real or imagined grudge, is the most dangerous kind of foe.<br /><br />Others to note in the cast are Fred Dalton Thompson as the White House chief of staff (and would be president in real life), Rene Russo as another agent who falls for the Eastwood masculine charm, John Mahoney as the Secret Service head, Gary Cole as the White House head Secret Service guy, Gregory-Alan Williams as another agent and Jim Curley and Sally Hughes as the President and First Lady.<br /><br />But when Malkovich is on he owns In The Line Of Fire. The climax with him and Eastwood is unforgettable.",positive
1317,"This is an incredible film. I can't remember the last time I saw a Swedish movie this layered. It's funny, it's tragic, it's compelling, and most of all it's a slice of Swedish small town life. It crushes the clichés, and dwells deeper. It makes you feel connected, not only to the main characters, but to all the characters.<br /><br />Big city girl tracing back to her roots, her small hometown, to celebrate her father's 70th birthday, crossing paths with people she hasn't met in several years. Although the story itself isn't unique, it offers a fresh approach. The center of the story is the relationship between three sisters (on different stages in life), who aren't very close. Or at least don't realize how close they are.<br /><br />One key reason that makes it so easy to connect to the people in this film is the immaculate cast. First, I'm more than pleased about the fact that there are absolutely no so-called 'A-list' Swedish actors in this film. Usually there is a handful of actors that has the ability to find their way into almost every major production in Sweden. This time the production company managed to keep it real by casting actors who actually seem to love their profession. Sofia Helin is probably the first Swedish actress since Eva Röse to prove that you don't need words to convey an emotion.<br /><br />The writing is also very appealing. The dialogue is more than believable, and compared with other Swedish films from the past year or two, it's ahead by miles. Maria Blom controls everything from the beginning, and if you didn't know, you would never guess that this is her first time writing AND directing a feature length film. I can't wait for her next one.<br /><br />Once you start watching this, you really want to see it through.",positive
10785,"I saw this in theaters and absolutely adored it. Geoffery Rush gave the best performance as a super villain that I have ever seen since Gene Hackman as Lex Luther. Kel Mitchel and Paul Rubens were a match maid in heaven. This film also introduced me to William H. Macy, who is now one of my favorite actors. Hank was great as the Blue Raja, and I especially loved that the character wasn't really British. The scene with him and telling his mom that he was a superhero almost brought tears to my eyes. I loved the fact that The Bowler talked to the ball. Some of the funniest stuff involved Stiller and his character Mr. Furious's false rage, and the fact that his threats and one-liners were all gibberish, and that they never made any sense. I could barely stop myself from applauding when he said ""fraculater, Freinken-puss,"" was said. But one of the things I most enjoyed was that Captain Amazing actually dies in the movie. I HIGHLY recommend this film for any occasion, and I give it my own personal two-thumbs-up.",positive
